text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
""" Therefore I have some doubts about achieving some form of reconciliation .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"One has to feel a bit guilty to feel the need for reconciling yourself to a historical adversary , "" he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Professor Tom Lodge of the University of the Witwatersrand demurred , saying :",Tom Lodge,,University of the Witwatersrand,Tom Lodge,University of the Witwatersrand,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" In the irritation , in the jokes , in the anger that white South Africans express about the commission , I think there 's a moral uneasiness , and I think that 's healthy .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Responsibility is percolating downwards . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Moslem refugees seek to vote in Serb-held town .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Samir Arnaut,Samir Arnaut,,,Sami;##r Arnaut,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"MATUZICI , Bosnia 1996-08-25",,MATUZICI;Bosnia,,,,Bosnia;MATUZICI,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Thousands of Moslem refugees denounced Bosnia 's elections as a farce on Sunday because Serb incomers would be able to vote in their old home town , cementing partition of the country .",,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"They said they were ready to force their way back across post-war ethnic lines to Serb-held Doboj , one of several towns where NATO troops fear violence involving refugees determined to vote where they once lived .",,Doboj,NATO,,NATO,Doboj,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The refugees , rallying in Matuzici on government territory two km from Doboj in northeast Bosnia , waved banners calling the polls a farce staged by the United Nations and the European Union . """,,Matuzici;Doboj;Bosnia,United Nations;European Union,,United Nations;European Union,##ici;Bosnia;Matuz;Doboj,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,2,2,1,3,0.5,0.6666666666666666,0.5714285714285715
"We demand to vote in Doboj , "" other banners said .",,Doboj,,,,Do;##boj,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Bosnia 's Moslem-led central government and many displaced Moslems are angered by a key provision of the Western-organised September 14 elections allowing people to vote in post-war "" new places of residence . """,,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"As a result , separatist Serb authorities have packed former Moslem majority towns with refugees of their own or registered other Serbs to vote there .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Critics say that what was billed as an electoral process to reintegrate Bosnia as a single , multi-ethnic state is shaping up as a referendum on partition , de facto or de jure .",,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Only our physical presence in Doboj will mean that the Dayton peace treaty has truly been implemented , "" Edhem Efendija Camdzic , Doboj 's Islamic imam-in-exile , told the refugees .",Edhem Efendija Camdzic,Doboj;Dayton;Doboj,,Edhem Efendija Camdzic,,Dayton;Doboj,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
""" The main point of this rally is to highlight to the world powers what misfortune they brought upon us , "" said Reuf Mehemdagic , head of Doboj municipality-in-exile .",Reuf Mehemdagic,Doboj,,##uf Mehemdagic;Re,,Doboj,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Eleven thousand Serbs who came from elsewhere to Doboj will vote there .",,Doboj,,,,Doboj,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
How can we then expect the reintegration of Bosnia ?,,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But no one will stop us from returning to our homes . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Mirhunisa Komarica , a government refugee official , said : "" We want to vote where we were thrown out from .",Mirhunisa Komarica,,,##hunisa Komarica;Mir,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"This is a protest of warning and the next step is entering our town using all means possible , so let them shoot . """,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Bosnian Vice President Ejup Ganic , a Moslem , told the refugees : "" We have a message for the Serbs who are now in our homes not to plan the future of their children there because there will be no good fortune in that . """,Ejup Ganic,,,Ejup Ganic,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"To loud applause , he added : "" We will enter Doboj , untie the Doboj knot and ensure free movement for all .",,Doboj;Doboj,,,,Do;##boj,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"We have to enter Doboj to free the Serbs from their own ( separatist ) politics . """,,Doboj,,,,Do;##boj,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
The Dayton peace accords guaranteed refugees the right to return to their homes and ensured freedom of movement across ethnic lines .,,Dayton,,,,Dayton,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But local police , controlled by nationalist parties in Moslem , Serb and Croat sectors of Bosnia , and civilian mobs have turned ceasefire lines into virtually impassable borders .",,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The majority of refugees from Bosnia 's 1992-95 war are Moslems from the Serb-controlled north and east .,,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
NATO-led peace troops beefed up their presence in the Doboj area on Sunday to deter any sudden emotional attempt by the refugees to cross the Inter-Entity Boundary Line into Doboj .,,Doboj;Inter-Entity Boundary Line;Doboj,,,,##boj;Do;##bo;Inter - Entity Boundary Line;##j,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,5,2,2,0.0,0.0,0.0
But the crowd dispersed without incident .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Moslems and Serbs have scuffled several times along the line in the past when Moslem refugees tried to surge into the town .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Eight killed in Moscow casino blaze .,,Moscow,,,,Moscow,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
MOSCOW 1996-08-25,,MOSCOW,,,,MOSCOW,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Eight people died on Sunday in a blaze at a Moscow casino which the fire service said might have been started deliberately , Interfax news agency said .",,Moscow,Interfax,,Interfax,Moscow,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The number of casinos has soared in Moscow since the collapse of communism .,,Moscow,,,,Moscow,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The mayor has said he wants to cut their number to five as part of a war against organised crime .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"President Boris Yeltsin signed a decree on fighting crime in July and handed wide-ranging powers to security chief Alexander Lebed , currently engaged in making peace in breakaway Chechnya .",Boris Yeltsin;Alexander Lebed,Chechnya,,Boris Yeltsin;Alexander Lebed,,Chechnya,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Russian troops start pullout , but not in Grozny .",,Grozny,,,,Grozny,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"SHATOI , Russia 1996-08-25",,SHATOI;Russia,,,,Russia;SHATOI,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Russian troops began to pull out from southern Chechnya on Sunday under a ceasefire agreement between Russian security chief Alexander Lebed and rebel leaders .,Alexander Lebed,Chechnya,,Alexander Lebed,,##echnya;Ch,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"But in the capital Grozny , the commander of Russian Interior Ministry forces in Chechnya , General Anatoly Shkirko , told Interfax news agency he was delaying a pullout of troops there after a group of Chechens disarmed an armoured column .",Anatoly Shkirko,Grozny;Chechnya,Interfax,Anatoly Shkirko,Interfax;Ministry,Chechnya;Grozny,1,0,0,1,1.0,1.0,1.0,1,1,0,1,0.5,1.0,0.6666666666666666,2,0,0,2,1.0,1.0,1.0
"Reuters cameraman Liutauras Stremaitis said a column of around 40 vehicles , including tanks , armoured personnel carriers , artillery cannons and lorries , escorted by Chechen rebels , pulled out of the village of Shatoi towards the border , around 50 km ( 31 miles ) to the north .",Liutauras Stremaitis,Shatoi,Reuters,Liutauras Stremaitis,Reuters,S;##hatoi,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"In Grozny , Shkirko told Interfax he was suspending the pullout of troops from the capital until weapons seized by the Chechens were returned .",Shkirko,Grozny,Interfax,Shkirko,Interfax,Grozny,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Chechen rebel spokesman Movladi Udugov confirmed the weapons had been seized but that it was a maverick group of Chechens .,Movladi Udugov,,,Mov;##ladi Udugov,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He said later that the rebels had handed them over .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The pullout of the Russian troops is a key element of the peace plan brokered by Lebed , which aims to end the 20-month Chechnya conflict .",Lebed,Chechnya,,Lebed,,Chechnya,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Leftist Mexican armed group says troops in capital .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
MEXICO CITY 1996-08-25,,MEXICO CITY,,,,MEXICO CITY,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The leftist Popular Revolutionary Army ( EPR ) in a published report on Sunday said it operated throughout Mexico , including the capital , and denied government assertions it was isolated to one state .",,Mexico,Popular Revolutionary Army;EPR,,EPR;Popular Revolutionary Army,Mexico,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Commanders "" Vicente "" and "" Oscar "" , guarded by a dozen EPR gunmen , said in an interview with La Jornada outside Mexico City that the armed group was committed to overthrowing the government .",Vicente;Oscar,Mexico City,EPR;La Jornada,Oscar;Vicente,EPR;La Jornada,Mexico City,2,0,0,2,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" They ( government officials ) want to present us before public opinion as a local problem , as just being from Guerrero and as irrational radicals , "" Commander Oscar told La Jornada .",Oscar,Guerrero,La Jornada,Oscar,La Jornada,Guerrero,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"They said the ERP , whose fighters first appeared wearing military fatigues and brandishing assault rifles in the southwestern state of Guerrero on June 28 , had a 23,000-strong membership , but this could not be confirmed independently .",,Guerrero,ERP,,ERP,Guerrero,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"La Jornada also reported on Sunday that the Mexican Army has discovered a 37-page , EPR manual detailing guerrilla tactics and strategies .",,,La Jornada;Mexican Army;EPR,,EPR;La Jornada;Mexican Army,,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"It quoted the manual as saying : "" The objective of the Basic Course on War is to provide for combatants of the EPR basic military knowledge for the armed conflict against the police and military apparatus of the bourgeoisie . """,,,EPR,,EPR,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"It was the second time armed "" commanders "" of the EPR have granted interviews outside Guerrero state , an extremely poor and volatile region where leftist protesters often have clashed violently with authorities .",,Guerrero,EPR,,EPR,Guerrero,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Unlike the better known and unrelated Zapatista rebels in southeastern Chiapas state , the EPR has never taken on the army in direct combat , according to official reports .",,Chiapas,Zapatista;EPR,,EPR;Zapatista,Chiapas,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"There have only been a few skirmishes in Guerrero in which a handful of police , soldiers and civilians have been killed or injured .",,Guerrero,,,,Guerrero,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Ten people gunned down in northwest Colombia .,,Colombia,,,,Colombia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"BOGOTA , Colombia 1996-08-25",,BOGOTA;Colombia,,,,B;Colombia;##OGOTA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
"Unidentified gunmen dragged 10 men out ot their homes in a rural area of Colombia 's northwest province of Antioquia and shot them to death , authorities said on Sunday .",,Colombia;Antioquia,,,,Colombia;Antioquia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Police said the killings occurred on Saturday morning in the municipality of Anza but news of the massacre only reached the provincial capital of Medellin early on Sunday .,,Anza;Medellin,,,,##dellin;Me;Anza,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
"Anza is only 20 miles ( 30 km ) west of Medellin , but there are no roads linking it directly to the city .",,Anza;Medellin,,,,##dellin;Me;Anza,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
Police initially said leftist Revolutionary Armed Forces of Colombia ( FARC ) rebels were prime suspects in the killings .,,,Revolutionary Armed Forces of Colombia;FARC,,FARC;Revolutionary Armed Forces of Colombia,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But gunmen of the left and right have killed with impunity across Antioquia for years , and there were unconfirmed reports that the latest bloodshed was the work of a right-wing paramilitary group .",,Antioquia,,,,Antioquia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Port of Tauranaga year profit climbs .,,Tauranaga,,,##ga,Taurana,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
WELLINGTON 1996-08-26,,WELLINGTON,,,,W;##ELLINGTON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
Year to June 30 .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
( million NZ$ unless stated ),,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Net profit 9.050 vs 6.03,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Two Thai border police wounded by Burma gunmen .,,Burma,,,,Burma,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"MAE SOT , Thailand 1996-08-25",,MAE SOT;Thailand,,,,MAE SOT;Thailand,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Two Thai border policemen were seriously wounded on Sunday when members of a Burmese rebel splinter faction ambushed their patrol in northwest Thailand , security officers said .",,Thailand,,,,Thailand,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The two were wounded in the early hours of Sunday when some 30 members of the Democratic Karen Buddhist Army ( DKBA ) ambushed their patrol on the Thai side of the border with Burma , to the north of the town of Mae Sot .",,Burma;Mae Sot,Democratic Karen Buddhist Army;DKBA,,DKBA;Democratic Karen Buddhist Army,Mae Sot;Burma,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"The Thai army commander in the area , Col Suvit Maenmuan , told reporters the DKBA , which is allied with the Rangoon military government and based in southeast Burma , had recently stepped up cross-border infiltration .",Suvit Maenmuan,Rangoon;Burma,DKBA,##t Maenmuan;Suvi,DKBA,Burma;##ngoon;Ra,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
Suvit said the motive for their intrusions was not clear but he had ordered reinforcements to beef up security along the porous frontier .,Suvit,,,Suvi,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The DKBA was formed in late 1994 by hundreds of guerrillas who split from the anti-Rangoon Karen National Union ( KNU ) and allied themselves with Burmese government army , their former enemies .",,,DKBA;Karen National Union;KNU,,KNU;DKBA;Karen National Union,,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"DKBA members have since launched intermittent cross-border attacks on Karen refugee camps in Thailand , where the majority of inhabitants are KNU supporters , and on Thai villages and police posts near the border .",,Thailand,DKBA;KNU,,KNU;DKBA,Thailand,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Bangkok has complained to Rangoon about the raids but Burmese military authorities say they have no contol over the faction .,,Bangkok;Rangoon,,,,##ngoon;Ra;Bangkok,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
"Thai army commanders reject the explanation , saying they have evidence the Burmese army supplies and directs the renegade ethnic minority splinter faction .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
U.S. F-14 catches fire while landing in Israel .,,U.S.;Israel,,,,U . S;Israel,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
JERUSALEM 1996-08-25,,JERUSALEM,,,,JERUSALEM,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"A U.S. fighter plane blew a tyre and caught fire while landing on Sunday at Israel 's Ben Gurion airport , an airport spokesman said .",,U.S.;Israel;Ben Gurion,,,,Ben Gurion;U . S .;Israel,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,1,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
""" A U.S. F-14 military plane while landing at Ben Gurion airport blew a wheel and a fire broke out , "" said spokesman Yehiel Amitai , adding that the two pilots on board were not injured .",Yehiel Amitai,U.S.;Ben Gurion,,##el Amitai;##hi;Ye,,Ben Gurion;U . S,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
""" Airport officials declared an emergency situation at the highest level and the fire brigade put out the flames while the plane was landing , "" he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Egypt hopes jars will reveal secrets of mummies .,,Egypt,,,,Egypt,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CAIRO 1996-08-25,,CAIRO,,,,CAIRO,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Archaeologists in Egypt have found pots used by ancient Egyptians in burial rites that they say may reveal the secrets of mummification .,,Egypt,,,,Egypt,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Mohammed Saleh , director of the Egyptian Museum , told Reuters television a U.S. team found the pots , some of which contain human intestines , in a tomb built into the rocks while digging in Dahshour , a village 40 km ( 25 miles ) south of Cairo .",Mohammed Saleh,U.S.;Dahshour;Cairo,Reuters,Mohammed Saleh,Reuters,Cairo;Dahshour;U . S .,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,1,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
"Dahshour is the site of Egypt 's second largest pyramid , built for the pharaoh Seneferu more than 4,500 years ago .",Seneferu,Dahshour;Egypt,,Seneferu,,Dahshour;Egypt,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Saleh said the team -- from New York 's Metropolitan Museum -- found four Canopic jars and two unguent jars in the tomb , which belongs to an unidentifed person who lived during the 12th Dynasty ( 1991-1786 BC ) in the Middle Kingdom .",Saleh,New York;Metropolitan Museum;Middle Kingdom,,Saleh,,Middle Kingdom;New York;Metropolitan Museum,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0
""" This finding is important because one of the jars still contains substances and materials used in the conservation of mummies and the conservation of the intestines and all the things which were in the cavity of a person we have not identified yet , "" Saleh said .",Saleh,,,Sale,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" We hope that the analysis of such substances and liquids will reveal some secrets of the mummification process and materials used in this process , "" he added .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Saudi Arabia executes Pakistani man .,,Saudi Arabia,,,,Saudi Arabia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
DUBAI 1996-08-25,,DUBAI,,,,D;##UBAI,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Saudi Arabia executed on Sunday a Pakistani man accused of belonging to an armed gang of robbers , Saudi television reported .",,Saudi Arabia,,,,Saudi Arabia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
It quoted an Interior Ministry statement as saying Shabir Ahmad Muhammad Jalil was executed in Mecca .,Shabir Ahmad Muhammad Jalil,Mecca,Interior Ministry,S;##hab;##ir Ahmad Muhammad Jalil,Interior Ministry,Mecca,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He was the 26th person executed this year in the kingdom .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Saudi Arabia beheads convicted drug smugglers , rapists , murderers and other criminals .",,Saudi Arabia,,,,Saudi Arabia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
PRESS DIGEST - Jordan - Aug 25 .,,Jordan,,,,Jordan,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
AMMAN 1996-08-25,,AMMAN,,,,##N;AMMA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
These are some of the leading stories in the Jordanian press on Sunday .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Reuters has not verified these stories and does not vouch for their accuracy .,,,Reuters,,Reuters,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
JORDAN TIMES,,,JORDAN TIMES,,JORDAN TIMES,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
- King : Jordan is entering a new era .,,Jordan,,,,Jordan,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
No going back on democracy ; attempts to tamper with security and stability will not be tolerated .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Information Minister Marwan Muasher says there is evidence that "" some official parties in Iraq "" were behind the disturbances in the south .",Marwan Muasher,Iraq,,##wan Muasher;Mar,,Iraq,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
- King to visit Bahrain soon .,,Bahrain,,,,Bahrain,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"- Government asks senior Iraqi "" diplomat "" to leave , reviews status of others .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"- Japanese foreign minister arrives for talks on peace process , bilateral ties .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
AL RAI,,,AL RAI,,AL RAI,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
