id,text,persons,locations,organizations
1467,"Lauck , dressed in a sober blue suit and sporting his trademark Hitleresque black moustache , showed no sign of emotion as Bertram spent more than an hour reading out the verdict and explaining the court 's decision .",Lauck;Bertram,,
1468,"But as Lauck was about to be led away , he turned to reporters and blurted out a virtually incomprehensible quick-fire diatribe against the court .",Lauck,,
1469,""" Neither the National Socialists ( Nazis ) nor the communists dared to kidnap an American citizen , "" he shouted , in an oblique reference to his extradition to Germany from Denmark . """,,Germany;Denmark,
1470,"That 's the truth . """,,,
1471,"His attorney , Hans-Otto Sieg , told reporters outside the courtroom that the judges had not explained how a German court could judge someone for actions carried out in the United States .",Hans-Otto Sieg,United States,
1472,"Bertram said Lauck was obsessed by Nazism and devoted his life to leading his National Socialist German Workers ' Party Foreign Organisation ( NSDAP-AO ) , which derives its name from the full German title of Hitler 's Nazi party .",Bertram;Lauck;Hitler,,National Socialist German Workers ' Party Foreign Organisation;NSDAP-AO
1473,"During the three-month trial , the court dealt mainly with issues of the NSDAP-AO 's "" NS Kampfruf "" ( "" National Socialist Battle Cry "" ) magazine , filled with references to Aryan supremacy and defamatory statements about Jews .",,,NSDAP-AO;NS Kampfruf;National Socialist Battle Cry
1474,"The court rejected Sieg 's argument that Lauck 's extradition from Denmark , where he was arrested in March last year at the request of German authorities , was illegal .",Sieg;Lauck,Denmark,
1475,Lauck was also convicted of disseminating the symbols of anti-constitutional organisations .,Lauck,,
1476,He will probably be free in around two and a half years .,,,
1477,The court ruled that the 15 months he has spent in custody since his arrest should be subtracted from his prison term .,,,
1478,"UN official says Iraqi deal will occur "" soon "" .",,,UN
1479,UNITED NATIONS 1996-08-22,,,UNITED NATIONS
1480,"A senior U.N. official said on Thursday he expected arrangements to implement the Iraqi oil-for-food deal could be completed "" quite soon . """,,,U.N.
1481,""" I am reluctant to speculate but we are doing the preparations and the secretary-general is anxious to start the program , "" said Undersecretary-General Yasushi Akashi .",Yasushi Akashi,,
1482,""" It might be sooner than you think , "" he told reporters after briefing the Security Council on arrangements for monitors needed to carry out the agreement .",,,Security Council
1483,Akashi is head of the Department of Humanitarian affairs .,Akashi,,Department of Humanitarian affairs
1484,His deputy earlier speculated at least 10 days .,,,
1485,Suspected killers of bishop dead -- Algeria TV .,,,Algeria TV
1486,PARIS 1996-08-22,,PARIS,
1487,"Algerian security forces have shot dead three Moslem guerrillas suspected of killing a leading French bishop in western Algeria , the Algerian state-run television said on Thursday .",,Algeria,
1488,"Security forces also arrested four other men sought for giving support to the slain Moslem rebels , the television said .",,,
1489,"The television , which did not say when the security forces killed the rebels , said the four arrested men confessed details of the assassination of the French Roman Catholic Bishop Pierre Claverie .",Pierre Claverie,,
1490,"The 58-year-old Claverie was killed in August 1 in a bomb blast at his residence in the western Algerian city of Oran , hours after he met visiting French Foreign Minister Herve de Charette in Algiers .",Claverie;Herve de Charette,Oran;Algiers,
1491,"An estimated 50,000 Algerians and more than 110 foreigners have been killed in Algeria 's violence pitting Moslem rebels against the Algerian government forces since early 1992 , when the authorities cancelled a general election in which radical Islamists took a commanding lead .",,Algeria,
1492,German flown cargo January-July rise 3.8 percent .,,,
1493,FRANKFURT 1996-08-22,,FRANKFURT,
1494,The following table shows total flown air cargo volumes in tonnes handled at international German airports January-July 1996 .,,,
1495,The figures exclude trucked airfreight according to the German airports association ADV .,,,ADV
1496,"Berlin ( total ) 17,844 up 5.9 pct",,Berlin,
1497,"- Tegel 10,896 up 3.1",,Tegel,
1498,- Tempelhof 202 down 60.0,,Tempelhof,
1499,"- Schoenefeld 6,746 up 16.8",,Schoenefeld,
1500,"Bremen 1,453 up 13.1",,Bremen,
1501,Dresden 792 up 11.4,,Dresden,
1502,"Duessseldorf 31,347 down 4.4",,Duessseldorf,
1503,"Frankfurt 768,269 up 1.5",,Frankfurt,
1504,"Hamburg 21,240 down 3.5",,Hamburg,
1505,"Hannover 6,030 up 15.3",,Hannover,
1506,"Koeln ( Cologne ) 182,887 up 11.8",,Koeln;Cologne,
1507,"Leipzig / Halle 1,806 up 45.6",,Leipzig;Halle,
1508,"Munich 44,525 up 11.8",,Munich,
1509,Muenster / Osnabrueck 382 up 28.2,,Muenster;Osnabrueck,
1510,"Nuremberg 25,929 up 17.8",,Nuremberg,
1511,Saarbruecken 626 up 28.3,,Saarbruecken,
1512,"Stuttgart 10,655 up 11.7",,Stuttgart,
1513,"TOTAL 1,113,785 up 3.8",,,
1514,- Air Cargo Newsroom Tel+44 161 542 7706 Fax+44 171 542 5017,,,Air Cargo Newsroom
1515,Paribas repeats buy on Aegon after results .,,,Paribas;Aegon
1516,AMSTERDAM 1996-08-22,,AMSTERDAM,
1517,Summary of Aug 22 research .,,,
1518,Company-------------Price---Broker----------------,,,
1519,Aegon 83.40 Paribas,,,Aegon;Paribas
1520,"COMMENT : "" Not only did Aegon surprise with earnings of 711 million guilders , which were above the top of the expected range , it also forecast a similar performance in the second half . """,,,Aegon
1521,"Reiterates previous "" buy "" recommendation after results .",,,
1522,Estimates ( Dfl ) : EPS P / E Dividend,,,
1523,1996 5.83 13.8 2.75,,,
1524,1997 6.59 12.2 3.10,,,
1525,"-- Amsterdam newsroom , +31 20 504 5000 ( Fax +31 20 504 5040 )",,Amsterdam,
1526,Clinton 's Ballybunion fans invited to Chicago .,Clinton,Chicago,Ballybunion
1527,DUBLIN 1996-08-22,,DUBLIN,
1528,U.S. President Bill Clinton had to drop the resort of Ballybunion from a whirlwind Irish tour last year .,Bill Clinton,U.S.,Ballybunion
1529,So Ballybunion is going to America instead .,,America,Ballybunion
1530,"Two residents of the Atlantic resort , where Clinton was to have played golf with the Irish Foreign Minister Dick Spring , have been invited to the Democratic party convention in Chicago on August 26-29 .",Clinton;Dick Spring,Atlantic;Chicago,
1531,"They have been asked to bring with them the placards they waved when Clinton addressed Ireland at a packed ceremony in Dublin city centre on December 1 , last year .",Clinton,Ireland;Dublin,
1532,"They read : "" Ballybunion backs Clinton . """,Clinton,,Ballybunion
1533,""" The Democratic party have requested we bring our placards with us .",,,
1534,"We will be guests of the Kennedys , "" said Frank Quilter , one of the two who have been invited to Chicago .",Kennedys;Frank Quilter,Chicago,
1535,Clinton made a triumphant Irish tour to back a Northern Ireland peace process but was forced to drop Ballybunion from a packed schedule at the last minute .,Clinton,Northern Ireland,Ballybunion
1536,Bonn says Moscow has promised to observe ceasefire .,,Bonn;Moscow,
1537,BONN 1996-08-22,,BONN,
1538,Germany said on Thursday it had received assurances from the Russian government that its forces would observe the latest ceasefire in Chechnya .,,Germany;Chechnya,
1539,Foreign Ministry spokesman Martin Erdmann said top Bonn diplomat Wolfgang Ischinger had been assured by senior Russian officials that the ultimatum to storm and take the Chechen capital of Grozny was not valid .,Martin Erdmann;Wolfgang Ischinger,Bonn;Grozny,Foreign Ministry
1540,""" The Russian side confirmed that the ceasefire is in place and they will keep to it , "" Erdmann told Reuters after speaking by telephone to Ischinger , who had met the officials on a two-day visit to Moscow .",Erdmann;Ischinger,Moscow,Reuters
1541,He returned to Bonn on Thursday .,,Bonn,
1542,Ischinger is the political director of Bonn 's foreign ministry .,Ischinger,Bonn,
1543,"Ischinger said he met three Russian deputy foreign ministers and a vice defence minister , who confirmed Russian Foreign Minister Yevgeny Primakov 's pledge that Moscow would seek a political solution under the aegis of the Organisation for Security and Cooperation in Europe ( OSCE ) .",Ischinger;Yevgeny Primakov,Moscow,Organisation for Security and Cooperation in Europe;OSCE
1544,""" The ultimatum ( to storm Grozny ) is no longer an issue , "" he said quoting Ischinger , who had been sent to Moscow by German Foreign Minister Klaus Kinkel as his personal envoy to urge an end to Moscow 's military campaign in the breakaway region .",Ischinger;Klaus Kinkel,Grozny;Moscow;Moscow,
1545,Ischinger said the threat of a major assault to take Grozny had been the unauthorised initiative of the commanding general and not Moscow 's intention .,Ischinger,Grozny;Moscow,
1546,"The officials had been positive about Kinkel 's request on Wednesday that President Boris Yeltsin 's security chief Alexander Lebed should , on his return to Moscow , meet Tim Goldiman , the OSCE representative responsible for Chechnya , he said .",Kinkel;Boris Yeltsin;Alexander Lebed;Tim Goldiman,Moscow;Chechnya,OSCE
1547,"India says sees no arms race with China , Pakistan .",,India;China;Pakistan,
1548,NEW DELHI 1996-08-22,,NEW DELHI,
1549,India said on Thursday that its opposition to a global nuclear test ban treaty did not mean New Delhi intended to enter into an arms race with neighbouring Pakistan and China .,,India;New Delhi;Pakistan;China,
1550,Foreign Minister I.K. Gujral was asked at a news conference if India 's decision to block adoption of the accord in Geneva would lead to an arms race with Pakistan and China .,I.K. Gujral,India;Geneva;Pakistan;China,
1551,""" I do n't see that possibility because India is not entering into any arms race , "" he said . """,,India,
1552,"Our not signing a new treaty does not mean we are going in for any new kind of weapons , particularly nuclear . """,,,
1553,"China , along with Britain , France , Russia and the United States , is a declared nuclear power .",,China;Britain;France;Russia;United States,
1554,India carried out a nuclear test in 1974 but says it has not built the bomb .,,India,
1555,Experts believe both India and Pakistan could quickly assemble nuclear weapons .,,India;Pakistan,
1556,Gujral said he did not expect India 's veto of the Comprehensive Test Ban Treaty ( CTBT ) to damage bilateral ties with other nations .,Gujral,India,
1557,""" I do not visualise its straining our bilateral relations with any country .",,,
1558,"The text has already been blocked , "" he said .",,,
1559,"Gujral said India would re-examine its position if the treaty , particularly a clause providing for its entry into force , was modified .",Gujral,India,
1560,"Asked what India would do if the pact were forwarded to the United Nations General Assembly , Gujral said : "" That bridge I will cross when I come to it . """,Gujral,India,United Nations General Assembly
1561,"In a written statement released at the news conference , Gujral reiterated India 's objections to the treaty , under negotiation at the Conference on Disarmament in Geneva .",Gujral,India;Geneva,
1562,""" It is a sad fact that the nuclear weapon states show no interest in giving up their nuclear hegemony , "" the statement said .",,,
1563,Gujral said India had national security concerns that made it impossible for New Delhi to sign the CTBT .,Gujral,India;New Delhi,
1564,""" Our security concerns oblige us to maintain our nuclear option , "" he said , adding that India had exercised restraint in not carrying out any nuclear tests since the country 's lone test blast in 1974 .",,India,
1565,"He said : "" We cannot accept constraints on our option as long as nuclear weapon states continue to rely on their nuclear arsenals for their security "" .",,,
